Date,Open,High,Low,Close,Adj Close,Volume
2023-03-31,690.000000,690.000000,680.000000,685.000000,685.000000,31100
2023-04-03,680.000000,680.000000,665.000000,665.000000,665.000000,89000
2023-04-04,665.000000,670.000000,660.000000,665.000000,665.000000,92800
2023-04-05,665.000000,675.000000,660.000000,670.000000,670.000000,39700
2023-04-06,670.000000,670.000000,645.000000,645.000000,645.000000,124000
2023-04-10,645.000000,665.000000,645.000000,665.000000,665.000000,39500
2023-04-11,665.000000,665.000000,645.000000,650.000000,650.000000,29700
2023-04-12,650.000000,650.000000,635.000000,635.000000,635.000000,68700
2023-04-13,640.000000,650.000000,640.000000,645.000000,645.000000,38500
2023-04-14,650.000000,655.000000,645.000000,650.000000,650.000000,56200
2023-04-17,645.000000,660.000000,645.000000,645.000000,645.000000,66600
2023-04-18,645.000000,655.000000,640.000000,645.000000,645.000000,46800
2023-04-26,645.000000,655.000000,620.000000,640.000000,640.000000,318300
2023-04-27,640.000000,640.000000,630.000000,635.000000,635.000000,58500
2023-04-28,640.000000,640.000000,630.000000,635.000000,635.000000,22500
2023-05-02,635.000000,635.000000,595.000000,595.000000,595.000000,1033300
2023-05-03,580.000000,595.000000,555.000000,565.000000,565.000000,445600
2023-05-04,560.000000,575.000000,550.000000,570.000000,570.000000,38100
2023-05-05,570.000000,570.000000,555.000000,560.000000,560.000000,126000
2023-05-08,565.000000,565.000000,540.000000,555.000000,555.000000,173300
2023-05-09,560.000000,580.000000,560.000000,575.000000,575.000000,105600
2023-05-10,575.000000,575.000000,555.000000,570.000000,570.000000,50400
2023-05-11,565.000000,565.000000,555.000000,560.000000,560.000000,15400
2023-05-12,560.000000,560.000000,555.000000,560.000000,560.000000,94900
2023-05-15,560.000000,560.000000,530.000000,545.000000,545.000000,232300
2023-05-16,545.000000,545.000000,530.000000,545.000000,545.000000,75900
2023-05-17,535.000000,545.000000,535.000000,540.000000,540.000000,27800
2023-05-19,540.000000,540.000000,525.000000,525.000000,525.000000,128700
2023-05-22,525.000000,535.000000,515.000000,525.000000,525.000000,128100
2023-05-23,525.000000,535.000000,520.000000,525.000000,525.000000,49100
2023-05-24,525.000000,530.000000,520.000000,520.000000,520.000000,32800
2023-05-25,530.000000,535.000000,520.000000,535.000000,535.000000,9500
2023-05-26,535.000000,535.000000,525.000000,530.000000,530.000000,5300
2023-05-29,535.000000,535.000000,530.000000,530.000000,530.000000,115700
2023-05-30,530.000000,535.000000,520.000000,520.000000,520.000000,43700
2023-05-31,525.000000,535.000000,525.000000,525.000000,525.000000,9300
2023-06-05,530.000000,530.000000,520.000000,530.000000,530.000000,29700
2023-06-06,525.000000,540.000000,520.000000,525.000000,525.000000,403700
2023-06-07,525.000000,535.000000,525.000000,525.000000,525.000000,7500
2023-06-08,525.000000,535.000000,525.000000,535.000000,535.000000,18200
2023-06-09,535.000000,535.000000,520.000000,525.000000,525.000000,16700
2023-06-12,525.000000,535.000000,520.000000,530.000000,530.000000,64000
2023-06-13,530.000000,545.000000,510.000000,510.000000,510.000000,321900
2023-06-14,515.000000,525.000000,515.000000,525.000000,525.000000,37200
2023-06-15,530.000000,535.000000,520.000000,530.000000,530.000000,258700
2023-06-16,530.000000,530.000000,515.000000,530.000000,530.000000,61700
2023-06-19,525.000000,530.000000,510.000000,515.000000,515.000000,106700
2023-06-20,515.000000,515.000000,505.000000,510.000000,510.000000,44100
2023-06-21,510.000000,515.000000,505.000000,510.000000,510.000000,30700
2023-06-22,510.000000,530.000000,510.000000,510.000000,510.000000,76500
2023-06-23,510.000000,520.000000,505.000000,505.000000,505.000000,116800
2023-06-26,505.000000,520.000000,500.000000,505.000000,505.000000,189800
2023-06-27,505.000000,515.000000,500.000000,510.000000,510.000000,60800
2023-07-03,510.000000,515.000000,500.000000,500.000000,500.000000,301900
2023-07-04,500.000000,510.000000,500.000000,505.000000,505.000000,212600
2023-07-05,505.000000,510.000000,500.000000,510.000000,510.000000,111900
2023-07-06,510.000000,515.000000,505.000000,510.000000,510.000000,55300
2023-07-07,510.000000,515.000000,505.000000,515.000000,515.000000,52300
2023-07-10,515.000000,560.000000,510.000000,520.000000,520.000000,1430100
2023-07-11,520.000000,520.000000,510.000000,520.000000,520.000000,116300
2023-07-12,520.000000,520.000000,510.000000,515.000000,515.000000,81500
2023-07-13,515.000000,515.000000,500.000000,510.000000,510.000000,102100
2023-07-14,510.000000,525.000000,505.000000,510.000000,510.000000,847200
2023-07-17,515.000000,520.000000,500.000000,515.000000,515.000000,524700
2023-07-18,520.000000,520.000000,500.000000,510.000000,510.000000,107900
2023-07-20,510.000000,515.000000,505.000000,515.000000,515.000000,94300
2023-07-21,510.000000,515.000000,505.000000,510.000000,510.000000,84600
2023-07-24,515.000000,515.000000,505.000000,515.000000,515.000000,70800
2023-07-25,515.000000,515.000000,510.000000,515.000000,515.000000,109200
2023-07-26,515.000000,515.000000,500.000000,500.000000,500.000000,348000
2023-07-27,500.000000,505.000000,500.000000,505.000000,505.000000,149000
2023-07-28,505.000000,505.000000,500.000000,505.000000,505.000000,150700
2023-07-31,500.000000,505.000000,490.000000,490.000000,490.000000,373300
2023-08-01,490.000000,490.000000,472.000000,476.000000,476.000000,175400
2023-08-02,474.000000,496.000000,474.000000,492.000000,492.000000,134600
2023-08-03,492.000000,494.000000,486.000000,488.000000,488.000000,16600
2023-08-04,488.000000,494.000000,488.000000,494.000000,494.000000,43400
2023-08-07,494.000000,494.000000,482.000000,484.000000,484.000000,114200
2023-08-08,482.000000,496.000000,482.000000,492.000000,492.000000,115500
2023-08-09,490.000000,494.000000,482.000000,484.000000,484.000000,39900
2023-08-10,484.000000,486.000000,480.000000,480.000000,480.000000,45100
2023-08-11,486.000000,492.000000,482.000000,484.000000,484.000000,24700
2023-08-14,484.000000,486.000000,470.000000,476.000000,476.000000,160200
2023-08-15,476.000000,478.000000,470.000000,474.000000,474.000000,49800
2023-08-16,474.000000,478.000000,472.000000,474.000000,474.000000,83300
2023-08-18,474.000000,476.000000,470.000000,474.000000,474.000000,24600
2023-08-21,476.000000,482.000000,474.000000,474.000000,474.000000,117800
2023-08-22,476.000000,476.000000,474.000000,476.000000,476.000000,376400
2023-08-23,474.000000,480.000000,470.000000,472.000000,472.000000,214100
2023-08-24,472.000000,472.000000,468.000000,470.000000,470.000000,107000
2023-08-25,470.000000,472.000000,468.000000,468.000000,468.000000,94000
2023-08-28,472.000000,474.000000,470.000000,472.000000,472.000000,26800
2023-08-29,472.000000,472.000000,466.000000,468.000000,468.000000,182500
2023-08-30,468.000000,468.000000,466.000000,468.000000,468.000000,62400
2023-08-31,468.000000,468.000000,464.000000,466.000000,466.000000,29200
2023-09-01,468.000000,468.000000,460.000000,468.000000,468.000000,779300
2023-09-04,470.000000,490.000000,470.000000,484.000000,484.000000,134500
2023-09-05,484.000000,484.000000,470.000000,474.000000,474.000000,111100
2023-09-06,472.000000,474.000000,470.000000,472.000000,472.000000,209000
2023-09-07,474.000000,474.000000,470.000000,474.000000,474.000000,112200
2023-09-08,472.000000,474.000000,470.000000,474.000000,474.000000,14300
2023-09-11,474.000000,486.000000,470.000000,470.000000,470.000000,159300
2023-09-12,468.000000,470.000000,466.000000,468.000000,468.000000,60500
2023-09-13,470.000000,470.000000,464.000000,468.000000,468.000000,61300
2023-09-14,470.000000,470.000000,468.000000,468.000000,468.000000,86300
2023-09-15,470.000000,470.000000,462.000000,462.000000,462.000000,29600
2023-09-18,462.000000,462.000000,456.000000,458.000000,458.000000,267300
2023-09-19,458.000000,458.000000,450.000000,456.000000,456.000000,223700
2023-09-20,456.000000,458.000000,454.000000,454.000000,454.000000,59200
2023-09-21,456.000000,458.000000,454.000000,456.000000,456.000000,64600
2023-09-22,454.000000,458.000000,452.000000,456.000000,456.000000,234700
2023-09-25,456.000000,456.000000,450.000000,452.000000,452.000000,112400
2023-09-26,452.000000,452.000000,450.000000,450.000000,450.000000,197300
2023-09-27,452.000000,452.000000,446.000000,448.000000,448.000000,168700
2023-09-29,446.000000,446.000000,440.000000,446.000000,446.000000,159900
2023-10-02,444.000000,444.000000,438.000000,442.000000,442.000000,187300
2023-10-03,440.000000,440.000000,440.000000,440.000000,440.000000,26500
2023-10-04,440.000000,440.000000,430.000000,432.000000,432.000000,35300
2023-10-05,438.000000,440.000000,438.000000,440.000000,440.000000,7200
2023-10-06,442.000000,444.000000,412.000000,434.000000,434.000000,91100
2023-10-09,430.000000,434.000000,416.000000,430.000000,430.000000,49700
2023-10-10,428.000000,428.000000,420.000000,424.000000,424.000000,237500
2023-10-11,424.000000,424.000000,410.000000,420.000000,420.000000,152700
2023-10-12,420.000000,420.000000,400.000000,406.000000,406.000000,1598400
2023-10-13,408.000000,426.000000,408.000000,420.000000,420.000000,83100
2023-10-16,420.000000,422.000000,398.000000,398.000000,398.000000,1222500
2023-10-17,398.000000,400.000000,390.000000,396.000000,396.000000,423300
2023-10-18,396.000000,396.000000,392.000000,394.000000,394.000000,62200
2023-10-19,394.000000,406.000000,390.000000,406.000000,406.000000,313300
2023-10-20,406.000000,406.000000,390.000000,392.000000,392.000000,182100
2023-10-23,394.000000,398.000000,376.000000,382.000000,382.000000,201500
2023-10-24,382.000000,386.000000,380.000000,380.000000,380.000000,113200
2023-10-25,386.000000,386.000000,382.000000,384.000000,384.000000,39800
2023-10-26,384.000000,386.000000,380.000000,384.000000,384.000000,42900
2023-10-27,386.000000,390.000000,384.000000,386.000000,386.000000,2179900
2023-10-30,390.000000,400.000000,382.000000,390.000000,390.000000,485500
2023-10-31,394.000000,394.000000,386.000000,386.000000,386.000000,127600
2023-11-01,386.000000,386.000000,380.000000,386.000000,386.000000,46800
2023-11-02,386.000000,414.000000,382.000000,398.000000,398.000000,20400
2023-11-03,400.000000,408.000000,390.000000,404.000000,404.000000,20200
2023-11-06,406.000000,410.000000,398.000000,404.000000,404.000000,15300
2023-11-07,404.000000,408.000000,398.000000,406.000000,406.000000,18900
2023-11-08,406.000000,410.000000,394.000000,400.000000,400.000000,40100
2023-11-09,400.000000,408.000000,388.000000,402.000000,402.000000,23700
2023-11-10,402.000000,402.000000,388.000000,400.000000,400.000000,5000
2023-11-13,400.000000,402.000000,388.000000,402.000000,402.000000,37400
2023-11-14,390.000000,406.000000,390.000000,396.000000,396.000000,28200
2023-11-15,398.000000,402.000000,396.000000,398.000000,398.000000,13800
2023-11-16,400.000000,400.000000,394.000000,394.000000,394.000000,33900
2023-11-17,396.000000,396.000000,394.000000,394.000000,394.000000,19600
2023-11-20,400.000000,400.000000,398.000000,398.000000,398.000000,8800
2023-11-21,398.000000,400.000000,396.000000,398.000000,398.000000,25500
2023-11-22,398.000000,404.000000,398.000000,400.000000,400.000000,43600
2023-11-23,400.000000,408.000000,398.000000,400.000000,400.000000,50300
2023-11-24,400.000000,400.000000,398.000000,398.000000,398.000000,20200
2023-11-27,400.000000,400.000000,388.000000,396.000000,396.000000,27900
2023-11-28,396.000000,398.000000,388.000000,392.000000,392.000000,6600
2023-11-29,390.000000,398.000000,386.000000,390.000000,390.000000,182600
2023-11-30,390.000000,394.000000,386.000000,390.000000,390.000000,78900
2023-12-01,388.000000,400.000000,382.000000,390.000000,390.000000,151100
2023-12-04,390.000000,390.000000,380.000000,386.000000,386.000000,356000
2023-12-05,388.000000,396.000000,388.000000,388.000000,388.000000,65400
2023-12-06,382.000000,392.000000,378.000000,382.000000,382.000000,32711500
2023-12-07,392.000000,404.000000,382.000000,386.000000,386.000000,17482200
2023-12-08,388.000000,398.000000,386.000000,386.000000,386.000000,28850300
2023-12-11,386.000000,410.000000,386.000000,408.000000,408.000000,18893400
2023-12-12,408.000000,510.000000,408.000000,510.000000,510.000000,9884800
2023-12-13,550.000000,635.000000,535.000000,635.000000,635.000000,11115700
2023-12-14,665.000000,700.000000,550.000000,570.000000,570.000000,7322100
2023-12-15,570.000000,590.000000,540.000000,585.000000,585.000000,2203300
2023-12-18,585.000000,590.000000,520.000000,585.000000,585.000000,2246100
2023-12-19,590.000000,730.000000,560.000000,695.000000,695.000000,60584800
2023-12-20,705.000000,720.000000,615.000000,660.000000,660.000000,3859700
2023-12-21,660.000000,720.000000,645.000000,665.000000,665.000000,2474600
2023-12-22,670.000000,685.000000,535.000000,595.000000,595.000000,2771500
2023-12-27,570.000000,660.000000,540.000000,650.000000,650.000000,13958900
2023-12-28,655.000000,805.000000,630.000000,750.000000,750.000000,17959800
2023-12-29,760.000000,765.000000,690.000000,690.000000,690.000000,3590900
2024-01-02,680.000000,695.000000,635.000000,650.000000,650.000000,1262800
2024-01-03,645.000000,650.000000,580.000000,615.000000,615.000000,2270000
2024-01-04,625.000000,675.000000,600.000000,635.000000,635.000000,2393600
2024-01-05,630.000000,655.000000,600.000000,620.000000,620.000000,819500
2024-01-08,625.000000,760.000000,620.000000,725.000000,725.000000,46183600
2024-01-09,730.000000,740.000000,690.000000,730.000000,730.000000,3404300
2024-01-10,730.000000,740.000000,710.000000,735.000000,735.000000,964900
2024-01-11,735.000000,760.000000,710.000000,730.000000,730.000000,1171900
2024-01-12,730.000000,735.000000,690.000000,695.000000,695.000000,394100
2024-01-15,695.000000,695.000000,645.000000,655.000000,655.000000,572700
2024-01-16,655.000000,705.000000,655.000000,685.000000,685.000000,696500
2024-01-17,685.000000,775.000000,670.000000,770.000000,770.000000,4389800
2024-01-18,770.000000,800.000000,720.000000,770.000000,770.000000,3957900
2024-01-19,770.000000,805.000000,725.000000,805.000000,805.000000,2993600
2024-01-22,820.000000,880.000000,775.000000,875.000000,875.000000,61159500
2024-01-23,875.000000,880.000000,735.000000,765.000000,765.000000,1993100
2024-01-24,775.000000,785.000000,695.000000,745.000000,745.000000,1470500
2024-01-25,745.000000,750.000000,705.000000,735.000000,735.000000,256500
2024-01-26,735.000000,750.000000,715.000000,730.000000,730.000000,119600
2024-01-29,730.000000,745.000000,700.000000,710.000000,710.000000,213700
2024-01-30,710.000000,745.000000,695.000000,725.000000,725.000000,389000
2024-01-31,750.000000,825.000000,710.000000,725.000000,725.000000,808300
2024-02-01,725.000000,730.000000,660.000000,680.000000,680.000000,400600
2024-02-02,640.000000,685.000000,635.000000,680.000000,680.000000,113400
2024-02-05,680.000000,765.000000,680.000000,730.000000,730.000000,762200
2024-02-06,745.000000,780.000000,705.000000,705.000000,705.000000,258000
2024-02-07,715.000000,715.000000,700.000000,700.000000,700.000000,125700
2024-02-12,700.000000,705.000000,675.000000,690.000000,690.000000,118100
2024-02-13,700.000000,705.000000,670.000000,690.000000,690.000000,61700
2024-02-15,700.000000,700.000000,655.000000,665.000000,665.000000,186300
2024-02-16,660.000000,670.000000,650.000000,670.000000,670.000000,53700
2024-02-19,660.000000,700.000000,650.000000,660.000000,660.000000,346300
2024-02-20,655.000000,660.000000,630.000000,655.000000,655.000000,116100
2024-02-21,660.000000,670.000000,645.000000,650.000000,650.000000,127000
2024-02-22,650.000000,660.000000,625.000000,650.000000,650.000000,104400
2024-02-23,645.000000,650.000000,640.000000,640.000000,640.000000,34000
2024-02-26,640.000000,650.000000,635.000000,635.000000,635.000000,42300
2024-02-27,635.000000,765.000000,635.000000,745.000000,745.000000,16738500
2024-02-28,755.000000,820.000000,705.000000,755.000000,755.000000,121745200
2024-02-29,760.000000,760.000000,745.000000,755.000000,755.000000,64631700
2024-03-01,755.000000,760.000000,745.000000,755.000000,755.000000,77687800
2024-03-04,750.000000,770.000000,750.000000,760.000000,760.000000,70941300
2024-03-05,760.000000,770.000000,760.000000,765.000000,765.000000,71623200
2024-03-06,770.000000,775.000000,760.000000,770.000000,770.000000,61046800
2024-03-07,770.000000,780.000000,770.000000,775.000000,775.000000,64548000
2024-03-08,775.000000,790.000000,775.000000,785.000000,785.000000,80952400
2024-03-13,785.000000,795.000000,745.000000,750.000000,750.000000,82201500
2024-03-14,750.000000,775.000000,715.000000,720.000000,720.000000,70990800
2024-03-15,720.000000,720.000000,660.000000,680.000000,680.000000,144021100
2024-03-18,680.000000,785.000000,680.000000,785.000000,785.000000,84542100
2024-03-19,800.000000,845.000000,770.000000,845.000000,845.000000,62360100
2024-03-20,845.000000,890.000000,835.000000,890.000000,890.000000,62085500
2024-03-21,895.000000,925.000000,875.000000,915.000000,915.000000,49892300
2024-03-22,920.000000,920.000000,875.000000,900.000000,900.000000,51710400
2024-03-25,920.000000,920.000000,900.000000,905.000000,905.000000,74429500
2024-03-26,920.000000,920.000000,900.000000,920.000000,920.000000,64715500
2024-03-27,920.000000,940.000000,915.000000,915.000000,915.000000,58053500
2024-03-28,920.000000,920.000000,910.000000,920.000000,920.000000,77884500
